Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;256721;54.4;255544;54.0
C D U;154642;32.8;153842;32.5
C S U;0;0.0;0;0.0
F.D.P.;51656;10.9;55903;11.8
AUD;148;0.0;0;0.0
AVP;0;0.0;117;0.0
C.B.V.;0;0.0;0;0.0
D K P;4498;1.0;3593;0.8
E A P;242;0.1;189;0.0
GIM;0;0.0;0;0.0
KPD;515;0.1;584;0.1
K B W;2022;0.4;1647;0.3
N P D;1664;0.4;1569;0.3
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;0;0.0
