Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;347668;46.7;344187;46.1
C D U;345938;46.5;344850;46.2
C S U;0;0.0;0;0.0
F.D.P.;41883;5.6;49299;6.6
AUD;423;0.1;491;0.1
AVP;0;0.0;183;0.0
C.B.V.;0;0.0;0;0.0
D K P;4499;0.6;4054;0.5
E A P;0;0.0;0;0.0
GIM;0;0.0;0;0.0
KPD;0;0.0;0;0.0
K B W;0;0.0;0;0.0
N P D;3543;0.5;3251;0.4
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;0;0.0
