Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;803601;48.0;779599;46.4
C D U;745302;44.5;740927;44.1
C S U;0;0.0;0;0.0
F.D.P.;112007;6.7;147622;8.8
AUD;940;0.1;1088;0.1
AVP;87;0.0;241;0.0
C.B.V.;0;0.0;0;0.0
D K P;5262;0.3;4104;0.2
E A P;0;0.0;0;0.0
GIM;0;0.0;0;0.0
KPD;185;0.0;833;0.0
K B W;1089;0.1;1325;0.1
N P D;4945;0.3;4347;0.3
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;208;0.0
