Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;2060398;38.3;1980313;36.6
C D U;2887782;53.6;2882365;53.3
C S U;0;0.0;0;0.0
F.D.P.;375122;7.0;489661;9.1
AUD;8746;0.2;7509;0.1
AVP;0;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;19147;0.4;12524;0.2
E A P;163;0.0;978;0.0
GIM;1100;0.0;2050;0.0
KPD;772;0.0;2881;0.1
K B W;4626;0.1;3842;0.1
N P D;25201;0.5;23411;0.4
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;1303;0.0
