Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;2182156;47.0;2129502;45.7
C D U;2147647;46.2;2129143;45.7
C S U;0;0.0;0;0.0
F.D.P.;283448;6.1;369526;7.9
AUD;434;0.0;0;0.0
AVP;0;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;16055;0.3;11232;0.2
E A P;493;0.0;1165;0.0
GIM;197;0.0;0;0.0
KPD;410;0.0;2297;0.0
K B W;4544;0.1;3979;0.1
N P D;12128;0.3;12134;0.3
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;86;0.0
