Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;2249609;33.7;2201692;32.8
C D U;0;0.0;0;0.0
C S U;4008514;60.0;4027499;60.0
F.D.P.;353354;5.3;419335;6.2
AUD;6571;0.1;5242;0.1
AVP;0;0.0;1777;0.0
C.B.V.;4876;0.1;6720;0.1
D K P;21452;0.3;13511;0.2
E A P;446;0.0;1283;0.0
GIM;104;0.0;0;0.0
KPD;2376;0.0;4611;0.1
K B W;0;0.0;0;0.0
N P D;34617;0.5;29085;0.4
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;0;0.0
