Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;1026588;42.4;1013574;41.7
C D U;1214976;50.2;1211208;49.9
C S U;0;0.0;0;0.0
F.D.P.;157468;6.5;183575;7.6
AUD;127;0.0;0;0.0
AVP;118;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;9525;0.4;6627;0.3
E A P;236;0.0;811;0.0
GIM;0;0.0;0;0.0
KPD;261;0.0;1618;0.1
K B W;994;0.0;1046;0.0
N P D;11176;0.5;10794;0.4
RFP;0;0.0;0;0.0
U A P.1;0;0.0;0;0.0
VL.1;0;0.0;0;0.0
