Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;2013195.0;34.7;1754834.0;30.1
CDU;2720955.0;46.8;2283085.0;39.2
CSU;;;;
GRÜNE;428574.0;7.4;623091.0;10.7
FDP;321612.0;5.5;693835.0;11.9
Die Linke.;182288.0;3.1;219105.0;3.8
Offensive D;;;;
REP;;;64976.0;1.1
NPD;92847.0;1.6;66644.0;1.1
Die Tierschutzpartei;;;;
GRAUE;6340.0;0.1;28430.0;0.5
PBC;17624.0;0.3;33420.0;0.6
DIE FRAUEN;;;;
FAMILIE;15410.0;0.3;45188.0;0.8
BüSo;567.0;0.0;4260.0;0.1
BP;;;;
ZENTRUM;;;;
Deutschland;;;;
AGFG;;;;
APPD;;;;
50Plus;;;;
MLPD;2287.0;0.0;5579.0;0.1
Die PARTEI;874.0;0.0;;
PSG;;;;
Pro DM;;;;
CM;;;;
DSU;;;;
HP;;;;
HUMANWIRTSCHAFTS- PARTEI;;;;
STATT Partei;;;;
UNABHÄNGIGE;;;;
Übrige;6161.0;0.1;;
