Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;1285617.0;23.7;1051198.0;19.3
CDU;2307250.0;42.5;1874481.0;34.4
FDP;645560.0;11.9;1022958.0;18.8
DIE LINKE;345551.0;6.4;389637.0;7.2
GRÜNE;694760.0;12.8;755648.0;13.9
CSU;;;;
NPD;89204.0;1.6;61575.0;1.1
REP;3235.0;0.1;48693.0;0.9
FAMILIE;;;;
Die Tierschutzpartei;;;37823.0;0.7
PBC;8588.0;0.2;24430.0;0.4
MLPD;3007.0;0.1;3640.0;0.1
BüSo;819.0;0.0;2872.0;0.1
BP;;;;
PSG;;;;
Volksabstimmung;;;13648.0;0.3
ZENTRUM;;;;
ADM;;;2889.0;0.1
CM;;;;
DKP;;;;
DVU;;;3473.0;0.1
DIE VIOLETTEN;1023.0;0.0;12593.0;0.2
FWD;;;;
ödp;13187.0;0.2;24525.0;0.5
PIRATEN;11400.0;0.2;112006.0;2.1
RRP;;;;
RENTNER;;;;
Freie Union;;;;
Übrige;15148.0;0.3;;
