Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;11672057;36.5;11427355;36.2
CDU;11622995;36.3;11283901;35.8
CSU;3104742;9.7;3014471;9.6
FDP;3866269;12.1;4028766;12.8
GDP;859290;2.7;870756;2.8
DFU;587488;1.8;609918;1.9
DRP;242649;0.8;262977;0.8
DG;21083;0.1;27308;0.1
SSW;24951;0.1;25449;0.1
WGnD;778;0.0;2164;0.0
