Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;18228239;48.9;17175169.0;45.8
CDU;13304813;35.7;13190837.0;35.2
CSU;3620625;9.7;3615183.0;9.7
F.D.P.;1790513;4.8;3129982.0;8.4
DKP;146258;0.4;113891.0;0.3
EFP;7581;0.0;24057.0;0.1
FSU;1864;0.0;3166.0;0.0
NPD;194389;0.5;207465.0;0.6
Übrige;9497;0.0;;
