Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;127419;32.2;122631;30.9
CSU;0;0.0;0;0.0
SPD;175297;44.3;168496;42.5
FDP;35859;9.1;50630;12.8
GRÜNE;37558;9.5;32840;8.3
PDS;0;0.0;4219;1.1
DSU;0;0.0;0;0.0
B90/Gr;0;0.0;0;0.0
BP;0;0.0;0;0.0
DDD;0;0.0;0;0.0
BSA;0;0.0;0;0.0
LIGA;0;0.0;0;0.0
CM;0;0.0;0;0.0
ÖKO-Union;0;0.0;0;0.0
DIE GRAUEN;8493;2.1;6934;1.7
Mündige;0;0.0;0;0.0
REP;8782;2.2;8225;2.1
Frauen;0;0.0;0;0.0
KPD;0;0.0;0;0.0
NPD;1848;0.5;1664;0.4
ÖDP;0;0.0;680;0.2
Patrioten;0;0.0;0;0.0
SpAD;0;0.0;0;0.0
VAA;0;0.0;0;0.0
EFP;0;0.0;431;0.1
