Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;0;0.0;0;0.0
CSU;3423904;54.0;3302980;51.9
SPD;1748868;27.6;1697970;26.7
FDP;377699;6.0;551892;8.7
GRÜNE;343930;5.4;293039;4.6
PDS;182;0.0;13722;0.2
DSU;0;0.0;0;0.0
B90/Gr;0;0.0;0;0.0
BP;10836;0.2;31315;0.5
DDD;0;0.0;0;0.0
BSA;0;0.0;0;0.0
LIGA;2779;0.0;10642;0.2
CM;0;0.0;5969;0.1
ÖKO-Union;0;0.0;0;0.0
DIE GRAUEN;23766;0.4;52514;0.8
Mündige;0;0.0;0;0.0
REP;277272;4.4;316659;5.0
Frauen;0;0.0;0;0.0
KPD;0;0.0;0;0.0
NPD;21324;0.3;14218;0.2
ÖDP;99926;1.6;75027;1.2
Patrioten;451;0.0;1236;0.0
SpAD;0;0.0;0;0.0
VAA;113;0.0;0;0.0
EFP;0;0.0;8549;0.1
