Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;520294;36.7;516617;36.3
CSU;0;0.0;0;0.0
SPD;485180;34.2;468294;32.9
FDP;124857;8.8;138586;9.7
GRÜNE;0;0.0;0;0.0
PDS;166998;11.8;157022;11.0
DSU;9219;0.7;6012;0.4
B90/Gr;106814;7.5;94386;6.6
BP;0;0.0;0;0.0
DDD;0;0.0;0;0.0
BSA;0;0.0;0;0.0
LIGA;0;0.0;1598;0.1
CM;0;0.0;0;0.0
ÖKO-Union;0;0.0;0;0.0
DIE GRAUEN;0;0.0;11340;0.8
Mündige;0;0.0;492;0.0
REP;0;0.0;23504;1.7
Frauen;0;0.0;0;0.0
KPD;0;0.0;0;0.0
NPD;4242;0.3;3089;0.2
ÖDP;0;0.0;2500;0.2
Patrioten;0;0.0;0;0.0
SpAD;0;0.0;0;0.0
VAA;0;0.0;0;0.0
EFP;0;0.0;356;0.0
