Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;1396508;50.5;1376055;49.5
CSU;0;0.0;0;0.0
SPD;504416;18.2;505176;18.2
FDP;293262;10.6;345471;12.4
GRÜNE;0;0.0;0;0.0
PDS;253066;9.2;251217;9.0
DSU;70381;2.5;48365;1.7
B90/Gr;220497;8.0;163192;5.9
BP;0;0.0;0;0.0
DDD;0;0.0;0;0.0
BSA;174;0.0;665;0.0
LIGA;5167;0.2;10082;0.4
CM;0;0.0;0;0.0
ÖKO-Union;0;0.0;0;0.0
DIE GRAUEN;9975;0.4;28898;1.0
Mündige;0;0.0;0;0.0
REP;2310;0.1;33605;1.2
Frauen;0;0.0;0;0.0
KPD;0;0.0;1220;0.0
NPD;5464;0.2;9514;0.3
ÖDP;0;0.0;4208;0.2
Patrioten;0;0.0;281;0.0
SpAD;0;0.0;493;0.0
VAA;311;0.0;2228;0.1
EFP;0;0.0;3000;0.1
