Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;4314743;42.4;4131698;40.5
CSU;0;0.0;0;0.0
SPD;4398704;43.2;4195971;41.1
FDP;692025;6.8;1118967;11.0
GRÜNE;523549;5.1;440216;4.3
PDS;0;0.0;28922;0.3
DSU;0;0.0;0;0.0
B90/Gr;0;0.0;0;0.0
BP;0;0.0;0;0.0
DDD;0;0.0;0;0.0
BSA;40;0.0;0;0.0
LIGA;0;0.0;0;0.0
CM;4052;0.0;11267;0.1
ÖKO-Union;0;0.0;0;0.0
DIE GRAUEN;68577;0.7;81123;0.8
Mündige;0;0.0;0;0.0
REP;109480;1.1;132830;1.3
Frauen;1028;0.0;12077;0.1
KPD;0;0.0;0;0.0
NPD;36477;0.4;24637;0.2
ÖDP;35549;0.3;26004;0.3
Patrioten;265;0.0;1108;0.0
SpAD;0;0.0;0;0.0
VAA;78;0.0;1822;0.0
EFP;0;0.0;1741;0.0
