Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;239062;52.3;222935;48.7
C D U;169281;37.0;156603;34.2
C S U;0;0.0;0;0.0
F.D.P.;12741;2.8;29876;6.5
GRUENE;32422;7.1;44576;9.7
B W K;0;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;2616;0.6;1982;0.4
E A P;403;0.1;324;0.1
K P D;0;0.0;198;0.0
N P D;523;0.1;1190;0.3
OE D P;0;0.0;0;0.0
U S D;0;0.0;0;0.0
