Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;5017483;45.0;4782220;42.8
C D U;5386165;48.3;5046812;45.2
C S U;0;0.0;0;0.0
F.D.P.;273042;2.4;716412;6.4
GRUENE;435916;3.9;581350;5.2
B W K;0;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;32159;0.3;21065;0.2
E A P;1935;0.0;3270;0.0
K P D;0;0.0;2441;0.0
N P D;6666;0.1;19434;0.2
OE D P;0;0.0;0;0.0
U S D;450;0.0;3333;0.0
