Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;558826;50.8;521509;47.4
C D U;445362;40.5;414055;37.6
C S U;0;0.0;0;0.0
F.D.P.;23983;2.2;68926;6.3
GRUENE;65947;6.0;90174;8.2
B W K;0;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;4981;0.5;3821;0.3
E A P;117;0.0;323;0.0
K P D;0;0.0;305;0.0
N P D;298;0.0;1754;0.2
OE D P;0;0.0;0;0.0
U S D;0;0.0;0;0.0
