Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;15686033;40.4;14865807;38.2
C D U;15943460;41.0;14857680;38.2
C S U;4318800;11.1;4140865;10.6
F.D.P.;1087918;2.8;2706942;7.0
GRUENE;1609855;4.1;2167431;5.6
B W K;686;0.0;2129;0.0
C.B.V.;2068;0.0;10994;0.0
D K P;96143;0.2;64986;0.2
E A P;7491;0.0;14966;0.0
K P D;0;0.0;3431;0.0
N P D;57112;0.1;91095;0.2
OE D P;3341;0.0;11028;0.0
U S D;450;0.0;3333;0.0
