Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;5278416;48.5;5108147;46.8
C D U;4587267;42.1;4432661;40.6
C S U;0;0.0;0;0.0
F.D.P.;798323;7.3;1191643;10.9
BUERGERP;441;0.0;7300;0.1
C.B.V.;0;0.0;0;0.0
D K P;33594;0.3;23115;0.2
GRUENE;187264;1.7;136278;1.2
E A P;1381;0.0;1827;0.0
K B W;2454;0.0;1664;0.0
N P D;0;0.0;14407;0.1
V;2252;0.0;2407;0.0
D F P;0;0.0;0;0.0
U A P;159;0.0;517;0.0
