Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;2252449;33.4;2220953;32.7
C D U;0;0.0;0;0.0
C S U;3941365;58.4;3908459;57.6
F.D.P.;408804;6.1;532620;7.8
BUERGERP;0;0.0;3533;0.1
C.B.V.;0;0.0;3946;0.1
D K P;14870;0.2;8158;0.1
GRUENE;124069;1.8;89322;1.3
E A P;675;0.0;1221;0.0
K B W;655;0.0;721;0.0
N P D;0;0.0;16308;0.2
V;455;0.0;1124;0.0
D F P;96;0.0;302;0.0
U A P;0;0.0;938;0.0
