Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;1721811;48.5;1655513;46.4
C D U;1486212;41.9;1447904;40.6
C S U;0;0.0;0;0.0
F.D.P.;249303;7.0;377448;10.6
BUERGERP;0;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;11734;0.3;8817;0.2
GRUENE;78465;2.2;65013;1.8
E A P;731;0.0;858;0.0
K B W;1647;0.0;1263;0.0
N P D;0;0.0;7349;0.2
V;676;0.0;997;0.0
D F P;0;0.0;0;0.0
U A P;0;0.0;352;0.0
