Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
S P D;1076165;44.1;1048611;42.8
C D U;1153871;47.2;1118216;45.6
C S U;0;0.0;0;0.0
F.D.P.;165243;6.8;239921;9.8
BUERGERP;66;0.0;0;0.0
C.B.V.;0;0.0;0;0.0
D K P;6463;0.3;4139;0.2
GRUENE;39547;1.6;33500;1.4
E A P;385;0.0;752;0.0
K B W;629;0.0;532;0.0
N P D;0;0.0;5311;0.2
V;0;0.0;578;0.0
D F P;0;0.0;0;0.0
U A P;0;0.0;0;0.0
