Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;2516652;51.0;2446945;49.4
CDU;1929532;39.1;1689953;34.1
CSU;0;0.0;0;0.0
GRÜNE;220746;4.5;292799;5.9
F.D.P.;134445;2.7;314503;6.4
PDS;47237;1.0;50068;1.0
Deutschland;192;0.0;0;0.0
APPD;0;0.0;5702;0.1
APD;0;0.0;0;0.0
BP;0;0.0;0;0.0
BüSo;563;0.0;0;0.0
BFB;6137;0.1;5650;0.1
CHANCE 2000;0;0.0;0;0.0
CM;274;0.0;1586;0.0
DPD;0;0.0;0;0.0
DVU;31169;0.6;5983;0.1
GRAUE.1;8445;0.2;58655;1.2
REP.1;45055;0.9;0;0.0
FAMILIE.1;0;0.0;0;0.0
DIE FRAUEN.1;0;0.0;0;0.0
HP.1;0;0.0;29173;0.6
MLPD;103;0.0;0;0.0
Tierschutz;0;0.0;12077;0.2
NPD;1062;0.0;6823;0.1
NATURGESETZ;2134;0.0;2815;0.1
FORUM;0;0.0;0;0.0
ödp;2768;0.1;2124;0.0
PBC;3902;0.1;6472;0.1
AB 2000;0;0.0;0;0.0
Nichtwähler;0;0.0;0;0.0
PASS.1;0;0.0;602;0.0
DKP;145;0.0;0;0.0
ZENTRUM;145;0.0;0;0.0
FP Deutschl.;0;0.0;168;0.0
STATT Partei;0;0.0;5238;0.1
