Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;1565856;45.1;1417692;40.7
SPD;1387811;39.9;1296788;37.2
FDP;118068;3.4;283186;8.1
CSU;0;0.0;0;0.0
GRÜNE;274869;7.9;322473;9.3
PDS;21621;0.6;37268;1.1
REP;77607;2.2;82675;2.4
APD;0;0.0;0;0.0
BP;0;0.0;0;0.0
BüSo;276;0.0;1341;0.0
BSA;0;0.0;0;0.0
LIGA;0;0.0;0;0.0
CM;0;0.0;0;0.0
ZENTRUM;0;0.0;0;0.0
GRAUE;12152;0.3;18116;0.5
NATURGESETZ;8337;0.2;9646;0.3
MLPD;0;0.0;582;0.0
Tierschutz;0;0.0;0;0.0
ödp;4137;0.1;7649;0.2
PBC;2781;0.1;8486;0.2
PASS;0;0.0;0;0.0
STATT Partei;939;0.0;0;0.0
BGD;0;0.0;0;0.0
DSU;0;0.0;0;0.0
DEMOKRATEN;0;0.0;0;0.0
FSU;0;0.0;0;0.0
LD;0;0.0;0;0.0
