Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;1132006;46.9;1061643;43.8
SPD;974959;40.4;955383;39.4
FDP;88872;3.7;168475;6.9
CSU;0;0.0;0;0.0
GRÜNE;151182;6.3;150630;6.2
PDS;1181;0.0;15135;0.6
REP;39381;1.6;45265;1.9
APD;0;0.0;0;0.0
BP;0;0.0;0;0.0
BüSo;332;0.0;0;0.0
BSA;0;0.0;0;0.0
LIGA;0;0.0;0;0.0
CM;831;0.0;0;0.0
ZENTRUM;0;0.0;0;0.0
GRAUE;1476;0.1;9336;0.4
NATURGESETZ;8631;0.4;6005;0.2
MLPD;0;0.0;328;0.0
Tierschutz;0;0.0;0;0.0
ödp;9804;0.4;8524;0.4
PBC;3070;0.1;0;0.0
PASS;0;0.0;0;0.0
STATT Partei;0;0.0;5508;0.2
BGD;0;0.0;0;0.0
DSU;0;0.0;0;0.0
DEMOKRATEN;0;0.0;0;0.0
FSU;0;0.0;0;0.0
LD;0;0.0;0;0.0
