Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;265450;39.7;250978;37.2
SPD;338950;50.6;329287;48.8
FDP;13187;2.0;29334;4.3
CSU;0;0.0;0;0.0
GRÜNE;28582;4.3;39013;5.8
PDS;2369;0.4;4807;0.7
REP;10633;1.6;10786;1.6
APD;532;0.1;0;0.0
BP;0;0.0;0;0.0
BüSo;0;0.0;0;0.0
BSA;0;0.0;0;0.0
LIGA;0;0.0;0;0.0
CM;0;0.0;0;0.0
ZENTRUM;0;0.0;0;0.0
GRAUE;5563;0.8;4538;0.7
NATURGESETZ;4175;0.6;2215;0.3
MLPD;0;0.0;180;0.0
Tierschutz;0;0.0;0;0.0
ödp;0;0.0;1371;0.2
PBC;0;0.0;0;0.0
PASS;0;0.0;0;0.0
STATT Partei;0;0.0;2291;0.3
BGD;0;0.0;0;0.0
DSU;0;0.0;0;0.0
DEMOKRATEN;0;0.0;0;0.0
FSU;0;0.0;0;0.0
LD;0;0.0;0;0.0
