Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;2259095;38.2;1989524;33.5
CDU;2740768;46.3;2543789;42.8
CSU;0;0.0;0;0.0
GRÜNE;431269;7.3;676342;11.4
FDP;368727;6.2;461801;7.8
PDS;51472;0.9;56156;0.9
REP;6543;0.1;65462;1.1
GRAUE;9169;0.2;10144;0.2
Tierschutz;0;0.0;27491;0.5
NPD;3499;0.1;16404;0.3
ödp;6010;0.1;11614;0.2
PBC;33503;0.6;29824;0.5
DIE FRAUEN;0;0.0;9902;0.2
BP;0;0.0;0;0.0
FAMILIE;0;0.0;0;0.0
CM;0;0.0;4669;0.1
BüSo;547;0.0;1360;0.0
HP;0;0.0;0;0.0
Violetten;0;0.0;0;0.0
AUFBRUCH;0;0.0;0;0.0
ZENTRUM;0;0.0;0;0.0
KPD;0;0.0;0;0.0
PRG;2570;0.0;7499;0.1
Schill;2034;0.0;27878;0.5
Deutschland;0;0.0;543;0.0
DSU;0;0.0;0;0.0
